-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	atherton
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	80F
0	ReportID0	HasHighTemp	90F
0	ReportID0	HasDate	monday
0	atherton	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	80F	IsLowTempOf	ReportID0
0	90F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	atherton
0	ReportID1	HasWeather	drizzle
0	ReportID1	HasLowTemp	50F
0	ReportID1	HasHighTemp	70F
0	ReportID1	HasDate	tuesday
0	atherton	IsLocationOf	ReportID1
0	drizzle	IsWeatherOf	ReportID1
0	50F	IsLowTempOf	ReportID1
0	70F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	atherton
0	ReportID2	HasWeather	rain
0	ReportID2	HasLowTemp	20F
0	ReportID2	HasHighTemp	30F
0	ReportID2	HasDate	wednesday
0	atherton	IsLocationOf	ReportID2
0	rain	IsWeatherOf	ReportID2
0	20F	IsLowTempOf	ReportID2
0	30F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	atherton
0	ReportID3	HasWeather	windy
0	ReportID3	HasLowTemp	40F
0	ReportID3	HasHighTemp	60F
0	ReportID3	HasDate	thursday
0	atherton	IsLocationOf	ReportID3
0	windy	IsWeatherOf	ReportID3
0	40F	IsLowTempOf	ReportID3
0	60F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	atherton
0	ReportID4	HasWeather	foggy
0	ReportID4	HasLowTemp	70F
0	ReportID4	HasHighTemp	90F
0	ReportID4	HasDate	friday
0	atherton	IsLocationOf	ReportID4
0	foggy	IsWeatherOf	ReportID4
0	70F	IsLowTempOf	ReportID4
0	90F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	atherton
0	ReportID5	HasWeather	rain
0	ReportID5	HasLowTemp	20F
0	ReportID5	HasHighTemp	30F
0	ReportID5	HasDate	saturday
0	atherton	IsLocationOf	ReportID5
0	rain	IsWeatherOf	ReportID5
0	20F	IsLowTempOf	ReportID5
0	30F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	atherton
0	ReportID6	HasWeather	overcast
0	ReportID6	HasLowTemp	60F
0	ReportID6	HasHighTemp	80F
0	ReportID6	HasDate	sunday
0	atherton	IsLocationOf	ReportID6
0	overcast	IsWeatherOf	ReportID6
0	60F	IsLowTempOf	ReportID6
0	80F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	danville
1	ReportID7	HasWeather	rain
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	danville	IsLocationOf	ReportID7
1	rain	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	danville
1	ReportID8	HasWeather	clear skies
1	ReportID8	HasLowTemp	90F
1	ReportID8	HasHighTemp	100F
1	ReportID8	HasDate	tuesday
1	danville	IsLocationOf	ReportID8
1	clear skies	IsWeatherOf	ReportID8
1	90F	IsLowTempOf	ReportID8
1	100F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	danville
1	ReportID9	HasWeather	hot
1	ReportID9	HasLowTemp	80F
1	ReportID9	HasHighTemp	100F
1	ReportID9	HasDate	wednesday
1	danville	IsLocationOf	ReportID9
1	hot	IsWeatherOf	ReportID9
1	80F	IsLowTempOf	ReportID9
1	100F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	danville
1	ReportID10	HasWeather	cloudy
1	ReportID10	HasLowTemp	40F
1	ReportID10	HasHighTemp	60F
1	ReportID10	HasDate	thursday
1	danville	IsLocationOf	ReportID10
1	cloudy	IsWeatherOf	ReportID10
1	40F	IsLowTempOf	ReportID10
1	60F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	danville
1	ReportID11	HasWeather	foggy
1	ReportID11	HasLowTemp	70F
1	ReportID11	HasHighTemp	80F
1	ReportID11	HasDate	friday
1	danville	IsLocationOf	ReportID11
1	foggy	IsWeatherOf	ReportID11
1	70F	IsLowTempOf	ReportID11
1	80F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	danville
1	ReportID12	HasWeather	rain
1	ReportID12	HasLowTemp	30F
1	ReportID12	HasHighTemp	40F
1	ReportID12	HasDate	saturday
1	danville	IsLocationOf	ReportID12
1	rain	IsWeatherOf	ReportID12
1	30F	IsLowTempOf	ReportID12
1	40F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	danville
1	ReportID13	HasWeather	hot
1	ReportID13	HasLowTemp	90F
1	ReportID13	HasHighTemp	100F
1	ReportID13	HasDate	sunday
1	danville	IsLocationOf	ReportID13
1	hot	IsWeatherOf	ReportID13
1	90F	IsLowTempOf	ReportID13
1	100F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	inglewood
2	ReportID14	HasWeather	stormy
2	ReportID14	HasLowTemp	30F
2	ReportID14	HasHighTemp	50F
2	ReportID14	HasDate	monday
2	inglewood	IsLocationOf	ReportID14
2	stormy	IsWeatherOf	ReportID14
