-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	new york
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	20F
0	ReportID0	HasHighTemp	30F
0	ReportID0	HasDate	monday
0	new york	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	20F	IsLowTempOf	ReportID0
0	30F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	new york
0	ReportID1	HasWeather	rain
0	ReportID1	HasLowTemp	90F
0	ReportID1	HasHighTemp	100F
0	ReportID1	HasDate	tuesday
0	new york	IsLocationOf	ReportID1
0	rain	IsWeatherOf	ReportID1
0	90F	IsLowTempOf	ReportID1
0	100F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	new york
0	ReportID2	HasWeather	snow
0	ReportID2	HasLowTemp	60F
0	ReportID2	HasHighTemp	70F
0	ReportID2	HasDate	wednesday
0	new york	IsLocationOf	ReportID2
0	snow	IsWeatherOf	ReportID2
0	60F	IsLowTempOf	ReportID2
0	70F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	new york
0	ReportID3	HasWeather	windy
0	ReportID3	HasLowTemp	40F
0	ReportID3	HasHighTemp	50F
0	ReportID3	HasDate	thursday
0	new york	IsLocationOf	ReportID3
0	windy	IsWeatherOf	ReportID3
0	40F	IsLowTempOf	ReportID3
0	50F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	new york
0	ReportID4	HasWeather	frost
0	ReportID4	HasLowTemp	30F
0	ReportID4	HasHighTemp	40F
0	ReportID4	HasDate	friday
0	new york	IsLocationOf	ReportID4
0	frost	IsWeatherOf	ReportID4
0	30F	IsLowTempOf	ReportID4
0	40F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	new york
0	ReportID5	HasWeather	dew
0	ReportID5	HasLowTemp	50F
0	ReportID5	HasHighTemp	60F
0	ReportID5	HasDate	saturday
0	new york	IsLocationOf	ReportID5
0	dew	IsWeatherOf	ReportID5
0	50F	IsLowTempOf	ReportID5
0	60F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
